,Region,Incident ID,Incident Type,Full Location ,Start Date,Start Time,Duration ICT,Lanes Blocked,Blockage Duration RCT,Response Time,"Rural/
Urban",Key ,County,Interstate,Route,Direction,Unnamed: 16,Description,Inc MM,Latitude,Longitude,Severity Lanes,Severity Duration,Severity,Temp,Prec,Condition,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description,icon,stations
25302,3,33776,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 87.2",2021-08-13,12:57:39 PM,61.2,0,0,10.61666667,Urban,28016,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 87.2          ,87.2,36.205236,-86.776526,Level 1,Level 1,Level 1,87.9,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25304,3,33780,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 56.4",2021-08-13,1:43:56 PM,69,0,6,0,Urban,28020,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 56.4          ,56.4,36.04200562,-86.65326849,Level 1,Level 1,Level 1,89.6,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25305,3,33781,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 88",2021-08-13,1:46:47 PM,36.18333333,0,0,0.033333333,Urban,28021,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 88          ,88.0,36.23464539,-86.76607359,Level 1,Level 1,Level 1,89.6,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25307,3,33784,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 54.6",2021-08-13,1:53:35 PM,188,1,2,0,Urban,28024,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 54.6          ,54.6,36.05826813,-86.67825476,Level 2,Level 1,Level 1,89.6,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25311,3,33790,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 77.6",2021-08-13,2:16:26 PM,355.05,0,0,0.033333333,Urban,28028,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 77.6          ,77.6,36.07861883,-86.76539492,Level 1,Level 1,Level 1,81.1,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25317,3,33796,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 88.4",2021-08-13,2:50:59 PM,1229,3,3.016666667,0.016666667,Urban,28034,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 88.4          ,88.4,36.23708595,-86.75978437,Level 3,Level 1,Level 1,81.1,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25322,3,33804,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 206.2",2021-08-13,3:15:55 PM,67,3,63,0,Urban,28041,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 206.2          ,206.2,36.16139942,-86.8207334,Level 3,Level 2,Level 2,76.3,0.2,Rain,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25333,3,33816,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 79",2021-08-13,3:55:04 PM,5.133333333,0,0,0,Urban,28053,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 79          ,79.0,36.09909908,-86.76386131,Level 1,Level 1,Level 1,76.3,0.2,Rain,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25336,3,33820,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 79.8",2021-08-13,4:24:30 PM,3.45,0,0,0.133333333,Urban,28056,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 79.8          ,79.8,36.110005,-86.770497,Level 1,Level 1,Level 1,78.1,0.02,Rain,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25341,3,33826,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Northbound, Before MILE MARKER 71.2",2021-08-13,4:39:15 PM,40.25,0,0,0.033333333,Urban,28062,WILLIAMSON,I-65N,I-65,Northbound,Before,MILE MARKER 71.2          ,71.2,35.99466715,-86.79787301,Level 1,Level 1,Level 1,78.1,0.02,Rain,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25349,3,33834,MultiVehicle Crash,"DAVIDSON on Interstate 24 E1 Eastbound, Before MILE MARKER 52",2021-08-13,5:03:45 PM,103,1,1,1,Urban,28070,DAVIDSON,I-24E,I-24,Eastbound,Before, MILE MARKER 52         ,52.0,36.09009377,-86.70322845,Level 2,Level 1,Level 1,77.8,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25352,3,33837,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 79.6",2021-08-13,5:18:18 PM,118.8,0,0,0.066666667,Urban,28073,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 79.6          ,79.6,36.10678296,-86.76826589,Level 1,Level 1,Level 1,77.8,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25354,3,33840,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 93",2021-08-13,5:29:37 PM,26.03333333,2,10.41666667,3.666666667,Urban,28075,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 93          ,93.0,36.29204546,-86.72080896,Level 3,Level 1,Level 1,77.8,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25355,3,33841,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 79.8",2021-08-13,5:46:30 PM,95.65,0,0,11.41666667,Urban,28076,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 79.8          ,79.8,36.110005,-86.770497,Level 1,Level 1,Level 1,77.8,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25356,3,33843,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Southbound, Beyond MILE MARKER 67.8",2021-08-13,5:51:50 PM,72.1,1,1.483333333,0.033333333,Urban,28077,WILLIAMSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 67.8          ,67.8,35.9472463,-86.81429965,Level 2,Level 1,Level 1,77.8,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25357,3,33844,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 94.8",2021-08-13,5:57:18 PM,141.3833333,1,5.333333333,4.4,Urban,28078,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 94.8          ,94.8,36.296347,-86.715385,Level 2,Level 1,Level 1,77.8,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25358,3,33845,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Southbound, Before MILE MARKER 67.4",2021-08-13,6:06:25 PM,61.5,2,11.7,0.25,Urban,28079,WILLIAMSON,I-65S,I-65,Southbound,Before,MILE MARKER 67.4          ,67.4,35.94169693,-86.81625234,Level 3,Level 1,Level 1,76.4,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25359,3,33847,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 52.8",2021-08-13,6:11:54 PM,"1,009",0,0,3,Urban,28080,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 52.8          ,52.8,36.07752213,-86.69480981,Level 1,Level 1,Level 1,76.4,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25360,3,33848,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Northbound, Before MILE MARKER 67.4",2021-08-13,6:13:51 PM,46.48333333,2,46.18333333,0.666666667,Urban,28081,WILLIAMSON,I-65N,I-65,Northbound,Before,MILE MARKER 67.4          ,67.4,35.94169693,-86.81625234,Level 3,Level 2,Level 2,76.4,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25363,3,33852,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Northbound, Beyond MILE MARKER 69.4",2021-08-13,6:33:32 PM,52.23333333,3,21.8,0.033333333,Urban,28084,WILLIAMSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 69.4          ,69.4,35.969341,-86.806622,Level 3,Level 1,Level 1,76.4,0.0,Clear,nashville tennessee,2021-08-13,89.6,73.7,78.5,96.7,73.7,80.0,70.9,78.23,0.22,12.5,0.0,0.0,31.1,10.5,234.4,1019.6,56.2,9.7,2021-08-13T06:03:55,2021-08-13T19:39:22,0.13,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25481,3,33992,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 55.4",2021-08-15,1:06:22 AM,1,0,0,0,Urban,28210,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 55.4          ,55.4,36.04869647,-86.66519886,Level 1,Level 1,Level 1,73.7,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25482,3,33993,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 55.2",2021-08-15,4:30:01 AM,90,0,0,0,Urban,28211,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 55.2          ,55.2,36.0519599,-86.67040998,Level 1,Level 1,Level 1,72.4,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25487,3,33998,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 43.4",2021-08-15,8:33:16 AM,94,1,79,0,Urban,28216,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 43.4          ,43.4,36.237438,-86.78607,Level 2,Level 2,Level 2,73.6,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25490,3,34001,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 55",2021-08-15,9:47:43 AM,70,2,23,0,Urban,28219,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 55          ,55.0,36.0539167,-86.67333353,Level 3,Level 1,Level 1,74.9,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25492,3,34006,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 57.2",2021-08-15,10:22:56 AM,34,2,33,2,Urban,28221,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 57.2          ,57.2,36.03399806,-86.64238836,Level 3,Level 2,Level 2,75.1,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25504,3,34025,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 55",2021-08-15,12:44:33 PM,307,1,9,7,Urban,28233,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 55          ,55.0,36.0539167,-86.67333353,Level 2,Level 1,Level 1,80.9,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25508,3,34030,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 54.4",2021-08-15,1:20:22 PM,60,2,1,4,Urban,28237,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 54.4          ,54.4,36.05971505,-86.67944432,Level 3,Level 1,Level 1,83.3,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25510,3,34032,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, At EXIT 87: US-431 / TRINITY LN. S.",2021-08-15,1:32:38 PM,38.45,0,38.08333333,-0.1,Urban,28239,DAVIDSON,I-65S,I-65,Southbound,At,EXIT 87 US-431 / TRINITY LN. S.      ,87.0,36.22194614,-86.77444746,Level 1,Level 2,Level 1,83.3,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25512,3,34034,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 54.4",2021-08-15,2:25:55 PM,209,1,1,0,Urban,28241,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 54.4          ,54.4,36.05971505,-86.67944432,Level 2,Level 1,Level 1,79.7,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25515,3,34039,MultiVehicle Crash,"WILSON on Interstate 40 Eastbound, Beyond MILE MARKER 226",2021-08-15,2:40:19 PM,21,0,0,0,Urban,28244,WILSON,I-40E,I-40,Eastbound,Beyond,MILE MARKER 226          ,226.0,36.17176076,-86.50882005,Level 1,Level 1,Level 1,79.7,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25516,3,34040,MultiVehicle Crash,"WILSON on Interstate 40 Eastbound, Beyond MILE MARKER 225.6",2021-08-15,2:53:37 PM,85,2,53,8,Urban,28245,WILSON,I-40E,I-40,Eastbound,Beyond,MILE MARKER 225.6          ,225.6,36.170825,-86.51579,Level 3,Level 2,Level 2,79.7,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25518,3,34042,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 41.8",2021-08-15,3:02:06 PM,107,2,65,8,Urban,28247,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 41.8          ,41.8,36.260716,-86.788961,Level 3,Level 2,Level 2,75.0,0.11,Rain,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25525,3,34050,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 91",2021-08-15,4:01:57 PM,78.31666667,4,77.55,1.983333333,Urban,28254,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 91          ,91.0,36.26685501,-86.73718023,Level 3,Level 2,Level 2,76.2,0.06,Rain,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25526,3,34051,MultiVehicle Crash,"DAVIDSON on Interstate 24 E1 Eastbound, Before MILE MARKER 51.8",2021-08-15,4:08:06 PM,69,2,38,6,Urban,28255,DAVIDSON,I-24E,I-24,Eastbound,Before, MILE MARKER 51.8         ,51.8,36.09249203,-86.70517325,Level 3,Level 2,Level 2,76.2,0.06,Rain,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25536,3,34063,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 205",2021-08-15,6:47:03 PM,34,0,10,7,Urban,28266,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 205          ,205.0,36.15415398,-86.83923424,Level 1,Level 1,Level 1,74.9,0.06,Rain,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25538,3,34065,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 44.4",2021-08-15,6:59:28 PM,125,0,1,0,Urban,28268,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 44.4          ,44.4,36.224359,-86.775643,Level 1,Level 1,Level 1,74.9,0.06,Rain,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25540,3,34069,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 59.8",2021-08-15,9:45:31 PM,50,1,49,0,Urban,28270,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 59.8          ,59.8,36.041992,-86.653252,Level 2,Level 2,Level 2,73.6,0.0,Clear,nashville tennessee,2021-08-15,83.3,72.4,74.9,88.2,72.4,75.3,70.0,85.0,0.26,20.83,0.0,0.0,,5.8,94.6,1017.9,74.0,9.3,2021-08-15T06:05:31,2021-08-15T19:37:00,0.24,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25542,3,34072,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, At EXIT 52: US-41 SOUTH / MURFREESBORO RD",2021-08-16,2:16:23 AM,34,0,33,0,Urban,28273,DAVIDSON,I-24E,I-24,Eastbound,At,EXIT 52 US-41 SOUTH / MURFREESBORO RD      ,52.0,36.09009377,-86.70322845,Level 1,Level 2,Level 1,71.6,0.0,Clear,nashville tennessee,2021-08-16,81.5,71.1,75.8,85.8,71.1,76.7,70.6,84.48,0.01,4.17,0.0,0.0,11.4,8.4,87.6,1016.1,83.1,8.8,2021-08-16T06:06:19,2021-08-16T19:35:47,0.3,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
25550,3,34084,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 37.4",2021-08-16,7:01:27 AM,22,1,3,4,Urban,28282,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 37.4          ,37.4,36.31281535,-86.83009139,Level 2,Level 1,Level 1,71.1,0.0,Clear,nashville tennessee,2021-08-16,81.5,71.1,75.8,85.8,71.1,76.7,70.6,84.48,0.01,4.17,0.0,0.0,11.4,8.4,87.6,1016.1,83.1,8.8,2021-08-16T06:06:19,2021-08-16T19:35:47,0.3,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
